  94   3  26  84  37  66   1  52  26  51 2

  33  31  99  41  65  56  39  36  51  64 1

  64  68  21  75  36  10   8  99   8  70 1

   6  22  31  55   3  11  63  65  40   4 1

  73  72   6  88  18  90  22   6  11  58 1

   4  83  63  85  80  57  64  24  18  54 2

  92  12   0  31  12  66  75  53  52  89 2

  51  89  78  85  91  75  71  58   4  44 2

  41  64  46  77  83  87  87  96  76  91 2

  30  10  33  95  27  66  32  56  30  40 2

   6  25  22  29  71  99  84  51  68  60 1

  30  18  10  70  42  16  62  96  66  70 1

  25  28  60  38  87 100  35  29  95  32 2

  75  45  36  29  98  54  55  79  65   4 1

  49  24   4  45  75  58  70  47  78  15 2

  61  79  37  30  83  63  84  60  17  28 1

  26  87  65  99  83  31  66  53  87  87 1

  57  25   2  27  10  97  63  63  57  38 2

  31  88  67  92  99  73  55  30  83  31 1

  26  15  36  97   1  61  70  32  94  97 1

  14  15   8  98  65  88  67  85  95  42 2

  62  37  93  61  75  34  35  66  52  23 1

  37  82  31  75  55  85  86  60   0  66 1

  75  11  86  65  18  55   7  22  92  72 1

   1  11  37  82  63   2  61  30  45  34 1

  64  32   1  58  76  23  41  68  77  68 2

  16  80   4  70  51   9  29  39  91  63 1

  43  91  80  89  21  51  51  69  90  87 1

  77  47   6  21  75  28  22  84  52  32 1

  96  84  18  56  91  44  30  43  87  36 2

  35  76  58  70  81  20  41  33  70   3 1

  97  27  36  34  93  71   5  65  46  63 2

  87  26  58  44  11  72  16  89  59  73 1

  36  26  53  82   4  38   4  12  93  14 2

  41  99  43  45  70  40  58  89  51  51 1

  88  95  47  88  16  52  63  37  72  56 1

  82  89  93  68  87  95  12  75  88  29 2

  53  92  65  38  89  55  16  41  25  24 2

  86  27  90  14  77   1   4  14  95  30 2

  53  14  46  26  50  86  28   6  24  43 1

  55  60  39  98  41  79  68  38  38  62 2

   3  16  13  54  29  83  61  90  49  85 1

  69   2  29  46  78  11  81 100  33  31 1

  96  58  30  49  29  74  55  26  21  66 2

  82  83  54  43  30  47  59  14  60  14 1

  39  25  64  79  54  78   2  37  18  13 1

  28  99  26   2  59  96  75  68  95   4 1

  50  64  68   3  69  25  74  82  18  85 1

  44  39  53  35  78  70  74  55  23  24 2

   4   9  73  75  58  65  57  51  19  32 1

  61  95  97   6  41  29  60   2  19  19 1

  68  65  10  75  86  64  52   7  22  98 1

  44  83  82  15  15  91  21  54  50  20 1

  13  27  30  61  28  84  85  61  58  16 1

  80  82  37  79  87  91  10  19   9   0 1

   6  92  36  85  69  64  45  72   4  61 2

  14  50  60  61  77  61  29  21  51  92 2

  95   6  54  91  69  63  32  95  41 100 2

  10  89  91  48   3  32  89  87   1  75 2

  38   4  76  54  95  74  27  66  64  75 1

  61  15  68  81  28  33  48  92  11  59 2

  42  66  78  60  69  95  13   3  75  68 1

  37  25  40  12   9  62  11  34  35  59 2

  32  15  86  64   4  68  23  39  11   4 1

  22  35  10  95  30  95   6  21  59  69 2

   2  34  76  48  54  57  62  23  49  39 2

  69  97  16   5  52  94   6  15  60  34 2

   3  31  10  20  84  42 100   0  63   4 1

  83  30   4   7  36  66  52  51  78  97 1

  70  25  99   5  67  88  45  93  64  32 2

  26  70  96  25  49  35  11  30  40  25 2

  55  46  24  33  49  20  81  30  53  21 2

  11  96  58  76  47  80  66  44   4  45 1

  41  17  53  98  59  52  84  47   6  50 2

  38  69  67  66  68  63  29  67  29  37 2

  53  98  17  76  43  39  35  23  39  46 1

  46  45  57  71  90  74  10  70  67  28 2

   1  68  70   8  63  98  71  24  17  23 2

   5   6  30  57  49  69  62  35  55  66 2

  15  39  93  10  68  86  76  66  59   5 2

  81  98  60  60  29  93  26  42  90  48 1

  82  66  10   1  88  75  11  42  68  43 1

  26  57  14  85  68  40  97  70  75  60 1

  94  39  64  99  66  81  51  69  89   2 1

   7  19   1  73  60  92   9  38  90  22 1

  82   4  47  21  20  73  29   3  98  47 2

  29  45  29  39  86  83  25  20  12  13 1

  10  54  28  17  74  91  70  20  89  88 2

   5  81   6  57  49  99  26  31  37  70 1

  26   2  26  44  21   9  37  38  99  19 2

  42  17   7  98  38  43  54  69  52   2 2

  76  94  75  47  88   5  90  72  62  26 1

  16  71  33  72  35  77  50  81  84  32 1

  93  89  85  35  77  97   0  91  91  87 2

  11  39  55  79  42  81  19  20  99  75 1

  66  48  54   1  29  22  30  36  23  73 2

  24  41  64  10  10   6  77  87  56  83 2

  21  40  76  27  84  30   9  43  65  49 2

  18  19  84  26  26  84  57  71  64  87 1

  26  68   8  84  61  37  93  53  24  90 1

  93  96  37  33  67  29   5  75  60  53 1

  42  96  46  34  32  12  47  67 100  32 1

  52  64  80  44   9  49  20  25  18  75 1

  35  62  30  36   8  69  10   2  23  77 1

   5  57  92  44  66   9  51  29  53  45 2

  21  60  56  52  51  29  98  36  18  81 1

  25  53  65  69  58  49  74   5  14  19 1

  76  93  50  21  31   7  59  92  38  45 2

  19  78  15  48  70  19  30  18  38  74 1

   0  65  37  35   6   7  53  94  79  75 1

  43   3  44  19  49  71  83  65  66  55 1

  33  86  20  47  32  87  98  20  80  46 1

  84  34   9  91  93  46  47  29  14  42 2

  30   6  20  17  60  20  89  92  18  29 2

  95  38  59  32  86  34  90  66  31  91 1

  37  46  46  71  37  67  49  33  63  43 2

  93   5  27  92  47  63  36  18  41  61 1

  57  59  15  82  20  12  51  82  95  90 1

  87  99  19  77  51   7  99  83  58  30 1

  21   8   1  52  13  82  93  96  40  66 2

  82  40  57   9  98  26  15  64  24  65 2

   7  43  24  87  33  14  36  14  30  46 2

  83  39  87  73  30 100  19  53  35  21 1

   8  15  41   1  17   6  15  46  78  25 2

  45  14  64  96  84  49  55   7  10  70 1

   3  42  64  62  18  85  40  47   3  74 1

  19  46  88  92  78   0  74   8   5  98 1

  55  22   3  78  81  48  98  94  70  48 2

  81  78  79  94  42  22  77  41  62  21 1

  37  44  20  30   6   3   9  53  69   4 1

   3  58  49  57   2  83  53  63  29  44 2

  59  77  25  93   8  23  90  49  89  90 1

  30  65  78  45  11  23  61  18  76  33 1

  45   6  13  43  42  67   4  96  12  64 1

   7  82   3  96  78  17  66  17  64  41 1

   7  70   0  77  17  68  20  41  26  33 1

  34  62  49   9  53  68  67  34  65  30 1

  81  26  80  71  39  75  39  53  11  54 2

  16  55  35  18  33  94  72  97  47  42 1

  23  74  52  69  38  86  85   7  77  70 1

  82  30   9  14  61  89   1  77  60  20 1

  99  62  58  80  73  82  32  50  96  31 1

  53  16  38  54  68  69  89  80  49  30 2

  92  77  96  19  60   1   9  16  52  78 1

  57  97   5  57  77  22  63  54  97  13 2

  37  93  60  71   4  35  62   4  88  26 2

  70  77  56   6  80  36  55  14  29  11 2

  25  38   1  58  93   1  88  41  60  32 2

  65  14  50  68  95  31  82  75  44  86 1

  21  96  73  30  99  82  78  53  86  93 1

  75 100  52  28  78  28  32  27  18   4 2

  52  17  93  11  72  84   6  51  75  22 1

  64  86  47 100  79  49  99  51  78  90 2

  30  18  53  55  87  82  87   7  72  38 2

  50  99  37  41  33  83  43  43  29  33 2

  38  98  74  98  53  50  18  35  36  14 2

  33  76  36  62  23  99  57  88  70  56 1

  18  94  55  54  94  40  35  18  24   7 2

  82  16  40  76  16   1  27  63  44  98 2

  54  97  99  18  95  66  97  20  32  75 2

  16  77  13  91  77  47  82  40  65  13 1

  54   8  20  79  60  41  88  63   1  96 1

  74  98  16   3  68  91  23  50  66  51 1

 100  20  63  41  49  98  94  80  89  44 2

  69  42  84  30  26   4  50  88  70  72 1

  90  85  62  86  24  45  22  15  17  28 2

  84  11  36  92  36  87  69  43  48  94 2

  64  14  87  76  63  87  19  45  92  75 2

  15  24  64  47  22  48  30  14  49  76 2

  26  87  75  57  61  86   7  55  69  12 2

  56  27  27  58  24  27  28  86  59  93 2

  59  69  94  99  21  10  32  46  24  31 1

   7  58  84  18  13   1  58  45  14  58 2

  91  81  17  89  46  77  55  77  74  55 1

  51  99  48  99  26  87  47  79  85   8 1

  53  34  46  57  19  98  29  95  25  50 1

 100  38  27  19  75  66  24  27  36   8 1

  76  64  37  92  47   5  34  40  15  38 2

  16  27  75  13  50  20  44  46  51  13 2

  18  37   3  53  92  39  19  32  51  39 1

  25   1  78  19  90  71  91  13  27  84 1

  94  26   6  82  35  59  37  50  37  56 2

  50  97  69  78   6  50   8  79  69  82 2

  14  52  22  43   4  19  11   8  89  19 2

   6  80  75  70  28  66  53  32  32  86 2

  60  13   7  16  89  13  25  30  66  26 2

  61  65  29  74  37  61  98  25  42  72 2

  70  62  58  51  55  50  25  95  63  39 1

  93  78  74  69   4  77  84  44  81  94 1

  60  71  32  99  80  89   3  73  16  21 2

  39  87  69  72  58  96  49  75  99  83 2

   5  90  86  78  63  42  18   4  10  37 1

  58  25  69  22  93  14  20  37  24  65 2

  52  43  73  11  38  88  25   9  70  55 1

  86  91  45  60  51  35  97  94  10 100 1

  90   6  75  17  64  11  10  33  93   3 1

  93  45  27  69  14  21  67  67  79  76 1

  76  27  47  26  95  13  87  74  48  14 2

  82  54  91  67  91  31  94  52  11   0 2

  33  18  62  25  48  60  43   4  91  62 2

  79   8  68  82  54  98  97  20  63  44 2

  70  49  94  37  93  64  83  71  83  93 1

   3  40  65   3  11  15  68  20  32  34 1

  38  18  52  98  87  41   6  66   4  72 2

  60  32  16 100  63  34  26  37  42  36 1

  58  81  39  66  15  64  37   9  58  17 1

  47   4  35  10  60  39  89  29  68  33 2

  66  78  29  43  46  91  68  70  61  53 2

  73  66  16  26  78  58  45  63  79  98 1

  85  69  14  26  42  35   9  26  49  23 1

   7  85  25  92  81  32  80   9  25  38 1

  56  27  56  16  59  48  54  99  61  15 1

  63  44  55  44  82  25  73  20  61   6 2

  90   9  76  99   2   0  80  91  25  32 1

  58  45  61  95  84  16  38  26  69  92 1

  75   7   7  67   2  42  90  74  40  66 1

  57  11  63  98  96  94  66  50  45  51 1

  95  59  71  32  76  21  43  23  83  73 2

  22  26  24  13  38  42  86  88  39  76 2

  55  27  18  36  13   1   8   1  44  80 1

  35  17  14  23  93   1  27  58  93  68 2

  81  18  52  95  29  89  31   9  71  17 1

   3  93  39   1  53  12  24  69  44  45 1

  52  92  26  92  66   1  92  46  43  12 2

  65  35  70  30  79  88   9  38  24  89 1

   8  82  99  12  82  34   6  27  16  43 1

   7   3  11  53  97  83  34  31   8  57 2

  98  36  71   5  58  49  92   5  42  57 2

  65  89  68  92  86  14   1  16  17  45 2

  76  64  44  67  23  93  67  37  41  26 2

  37  54  99  42  67  27  85  76  44   5 2

  21  94  40   1  41  94  27  39  25  38 2

  71  58  57 100  63  31  43  12  71  60 2

  99  28  30  25  69  98   2  49  63  46 2

   6  16  35  69  74  25  57  33  72  35 2

  33  35  53  40  10  92  79  72  24   8 1

  18  31  24  57  36  36  11  83   4   4 1

  44  39  69  45  32  11  44  97  70   5 1

  90  49  62   7  87  15  77  21  37  34 2

  24  45  41  44  53  58  80  64  15  51 1

  99  35  34  94  54  53   5  57  65   2 2

  45  42  18  56  93  26  38  38  75  92 1

  25  44  84   7  75  65  13  55  84   5 2

   3  48  87  71  96  64  58  70  10  74 1

  63  69  45  81  97  73  25  61  26  20 2

  16  18  91  33  55  14  41  52  80  13 1

 100  55  17  34  70  97  19  36  31  56 1

  84  56  84  66 100  53   4  41  90  20 1

  51  33  30  50  83   7  41  30  15  81 2

  59  80   9  80  24  32  83  78  57  33 1

  94  98   6  41  47  52  41  42  84  19 1

  14   3  66  48  96  78  15  43  50  55 2

  65  85  54  35  27  42   5   6  66  27 1

  69  76  37  60  95  69  78  45   4  17 2

  63   9  81  15   3  84  61  24  63  54 1

  60  43   3  17  94  79  97  29  23  37 2

  88  84   2  22  71  77  93  36  11   6 2

   0  20  38  36  82  66  48  73  52  56 2

   8   9  22  87  54  20  68  30  54  19 1

   3  55   6  72  59  43  97  92  17  54 1

  12  11  71  26  41  48  79  47  31  50 1

  69  18  55  20  30  42  67  11  90  61 2

  99   2  34  20  36  44  26  32  44  57 2

  40  57  98  59   8  26  89  27  67  75 2

  66   2  29  25  75  72  22  92  23  54 2

  89  23  22  82  33   2  96  76  93  16 1

  33  81  45  84  11   5  79   3  34  43 1

  67  65   7  54  49  21  63  44  74  71 1

  87  45  24  12  45  82  82  33  65  74 1

  59  72  22 100  89  95  55  18  56  38 1

  45  33  50  88  29  51   7  27  37  67 1

  46  74  28   3  76  79  51  70  21  22 2

 100  78  64  51  30  36  26  68  89  15 2

  56  38  42  64  24  16  10  93  59  64 2

   5  65  91  64  90  27  69  23  76  58 1

  96  81  54  24  21  86  85  44  75  56 2

  79  69  42   9  39  67  38   3  55   0 1

  32  14  86  81  29  11  18  42  87  41 2

  52  85  23   4  98  10  67   0   2   9 2

  60  86  13  64  19  79  43  55  80  73 1

  73  68  91  44  11  83  43  20  56  49 2

  89  64  44  13  54  57  12  99  32  93 1

  62  13  19  10  91  89  98  30  33  61 1

  36  18  34   1  57  91  38  51  63  94 2

  44  10  18  67  11  50  13  38  31  70 2

  47  74   0  33  61  68  10  23   2  69 2

  75  71  80  47  88  36  52  17   3  96 1

   5  50  39  42  37  93  99  91  70  67 2

  31  10  35  73  96  78  92  55  80  92 2

  81  11  16  88  21   8  98  97  26  80 2

  37  24  53  86  88  31  35  24  14  65 2

  13  81  63  40  35   5  34  68 100  36 2

   4  50  95  18  40   8  60  23  38  23 1

  18  50  86  97  55  35   7  84  84  93 1

   0  15  91  88  56  96  35  95  83  31 1

  66  28  19   2  46  43  42  50  22  91 2

  42  37  33   1  64  40   4  90  66  88 2

  89  61  52  21  24  35  61   3  61  62 2

  95  71  37  78  71  55  97  76  75  72 1

  98  86   3  52  68  16  25  38  15  43 1

  36  17  37  80  74  10  18  19  31  12 2

   6  19  68  14  30  58  20  60  45  31 2

  31  33  32  25  18  22  81  17  54  59 2

  12  41  27  51   5  96  92  55  17  71 2

  30   2   1  45  10  28  45  54  40  48 1

  91  14  25  20  90  93  51  69  43  53 1

   2  60  95  40  16  28  80  79  87  78 2

  83  37  80  77   4  23  37  41   8  57 2

  21  66  66  75  16  65  63  19  27  12 1

  30  80   8  13  47  87  91  37   3  50 2

  16  35  34  15  10  30   5  94  73  31 2

  90  15  26  92  98  82  34   9  23   2 1

  42  94  17  33  37  67  10  95  81  30 2

  67   9  64  12  15  80  94  82  99  49 2

  32  59  63  88  52  62  75  60  91  28 1

  83  50  51  37  45  69  18  36   0  66 1

  69  46  13  62  99  70  17  16  10  50 2

  77  14  66  85   8  28  57  74  20  11 2

  54  81  59  52   0   8  28  28  38  21 2

  97  84  23  69  95  33  26  39  36  32 1

  96  57  46  61   4  97  90   8  52  28 1

  13  38  66  81  20   7  36   4  11  22 2

   5  99  42  36  47  13  52  92  43  25 2

  42  82  88   2  77  52  55  20  40  42 1

  39  96  56  47  90  38  60  19  27  47 1

  75  20  16  86  38  85  30  73 100  78 1

  56  19  22  39  77  19  82   3  21   3 1

  34  86  14  76  99  19  89  29  87  90 1

  98  21  60  34  12  10  62  33  33  81 2

  58   6  64  46  65  47  42  97  49  33 2

  77  62  82  18  66  88  95  37  58  30 2

   7  75  24  30  99  56  82  17  31  67 2

  67  53  49  23  29  77   7  24  80  46 2

  85  60   0  85  86  68  53  23  48  49 1

  40  38  38  89  51  94   1  80  32  62 1

  83  45  89  18  85  41  57  24  13  72 1

  40 100  16  72  73  75  53   0  78  59 1

  42  25  21  12  61  63  44  10  12  51 2

  68  25  78  89   3  34  74  82  18  36 2

  12  70  49  50  23  24  68  90   8  42 1

  56  57  75  73  31  77  90  31  44  55 2

   1  72  96  63  96  40  74  12  23  21 2

  66  26  48  65  36  13  85  91  53  36 1

  40  58  10  37  63  75  68  66  32   5 2

  57  19  95  89  10  12   7   7  67  83 1

  45  72  98  35   5  88  10  93  48  82 1

  20   0  89   8 100  85  39  80  80  32 1

  97  32  30  10  25  50  14  95  68  55 2

  82   9  28  54   8  79  78  38  67   8 2

  25  27  28  37  54  47  82  73  87  80 2

  76  53  50  52  14  19  30  40  44  56 2

   6  18  41  27  28  69  34 100  81  87 1

  80 100  64   0   9  83  51  41  58   4 2

  97  75  88  89  63  39  72   0  26  94 2

  42   7  28   3  21  34  88  18  31  43 1

  83  89   8  96  58  68  70  97  82  59 2

  92  12  25  46  15  49   4  80  41  89 1

   2  85   4  54  96  37  65  87  19  85 2

  29  40  97  22  60  73   5  43  92  55 2

  61  73  60  28  35   1  96  89  61  40 1

  60  21   2  71  76  67  29  56  36  53 1

  87  13   0   0   5  25  61  76  22  84 2

  77  61  31   0  74  46  88   9  79  81 2

  70   5  31  96   8  76  61  75  60  48 1

  92  85  94  39  63  37  68  38  17  65 2

  86  90  38  83  90 100  39  39   2   0 1

  60  28  62  61 100  37  73  75  80  25 2

  22  89  42  45  10  98  88  15  68  92 1

   7  90  73   7  10  68  84  94  26  86 2

  45  79  91  91  81  51  80  99  89  63 1

   9  35  59  82  61  44  29  74  49  70 2

  75  24  65  47  75   8  15  31  39  90 2

  42  90  16  12  92  58  78  90  70  58 2

  96  39  31  11  64  63  86  56  49  50 2

   1  66   5  74  78  92  78   9  99  81 1

  34  92  37  77  66  57  72   2  66  97 2

  52  73  30  75  62  60  68  87  62  95 1

  21  58  14  15  50  17  44  94  59  54 2

  46  77  40  30  10  61  65  26   3   9 1

  67  87   4  24  53  23  43  72  63  23 2

  38  41  50  76  94  24  83  31  61  12 2

  76  31  21  90  53  39  10  59  53  60 2

  88  11  16   9  74  64   7  45 100  35 2

  17  93   3  13  69  95  44   4  28  79 2

  39  70  67  44  37  36  61  69  70  79 2

  34  53  34  52  92  72  12  84   6  10 2

  35  12  29  12  51  41  46  44   8  78 2

  77   8  96  94  89  98  75  61  60  54 1

  76  59  96  40  77  58  15  35  58   1 2

   6  92  40  26  31  68  47  25  74  60 2

  54  69  69  93  24  45  85  89  29  84 1

  93  16  77  33  97  29  90  84  67  30 2

  35  92  19  17  13  51  32  93  50  95 1

  92  25  11  17  40  40  29  74  14  54 1

  10  56  93  17  96  85  21  64  40  99 1

  10  82  22  13  21  40   9  46  83  29 2

  21  41  48  97  42  88  20  24  37  74 2

  83  98  13  38  22  20  90  50  77  51 1

  49  76  22  50  26  39  10  69  39  33 2

  45  41  75  92  30  35  63  62  18  82 1

  61  27  59  67  71  65  27   5  82  18 1

   0  39  96  77  31  94  62  93  45   7 2

  24  50  95   5  54  34   8  66  66  44 2

  35  48  41  75  61   0  54  47  96  98 2

  24   2  82  57  13  45  24  38  75  41 1

  10  92  82  11  87  68  78 100  36   1 2

 100  96  19  59  20  50  85  43  86  32 1

  47  96  98   0  38  60  42  82  67   1 2

  25  75  29  32  71  22  88  43  94  54 2

  20   6  80  87  78  48   0  68  52  42 1

  64  88  20  55  12  97  88  42  54  59 2

  83  31  25  54  82  84  31  95  54  18 2

  11  31  75  15  34   3  86  87  49   4 2

  34  25  23  45  18  13  37 100  28   3 1

  44  21  86   9  53  13  10   1  51  51 2

  60   9  49 100  92  32  58  47  84  41 1

   5   3  83  67  74  12  68  12  92  41 1

   1  59  11  63  75  42  47  75   0  80 1

   4  72  43  43  74  88  83   3  10  25 2

  53  29  11  34   9  22   5  48  34  47 1

  44  62  34  23  31  49  90  18  22  12 2

   9  44  70  65  38  21  52  47  60  40 1

  25  58  43   8   5  15  45  21  29  31 1

  88   9  12  74  78  65  50  88  72  46 2

  88  94  15   7  73  37  96  39  51  18 2

  74  44  71  40  99  20  46  23  73  17 1

  55  25  61  51  89   1  23  43  88  15 1

  68  64  17  12  54  93   1  30  85  89 2

  64  97  88  48  54  31  33  28  72  91 2

  40  76  57  32  22  39  39  28   4  72 1

  19  31  83  75  48  22  95  36  84   7 2

  36  27   8  39  11  43  37  42  91  32 1

  19  66  70  76  41  58  25  71  74  39 1

   9  16  83  38  38  77  39  65  49  77 1

  54  89  82  65  99  13  44  16  41  53 1

  71  18  47  25  28  39  78  27  68  46 2

  71  80  31  27  87  59  42  54  31  40 1

  17  98  67  38  18  68  27  96  76  22 1

  70  61   7  35   2  75  88  35  96  40 2

  74  86   3  88  89  27  68  78   9  26 2

  65  38  51  42  33  20  61  72  24   8 2

  34  50  39  66  20  52  61  65   2  66 2

  47  29  54  72   6  78   8  55  66  70 2

   2  37  71  15  51  58  72  95  53   3 2

  43  51  14  49  69  58  67  48  42   2 1

  68  84   6  16  21  30  52  55  94  32 2

  40  33  89  48  39  20  30  80  43  88 2

   8  40  91  88  73  11  45  91  57  25 1

  73  28  95  88  43   6  82  72  41  20 1

  96  86  37  13  92  21  50  98  70  23 2

  43  10  98  81  72  97  34  33  21  16 1

  18  84  66  94  73  21  42   2  59  98 1

   5  32  69  94  49  23  87  82  99  92 2

  18   8  86  78   8  32  63  77  12  21 1

  51  55  89  54  51  10  31  44  94  99 1

  59  51  23  31  16  14  26  33   4  25 1

  10   4  87  41  57  92  61  97  99  83 1

  79  63   2   3  41  75   5  66  25  49 2

  82  67  35  55  22  32  39  79   3  40 1

  99  97  38  73  61   8   5  46  95  76 2

  49  63  46  70  96  98   7  47  28  97 1

  18  98  72  99  98  66  52  18  22  77 2

  82  63  67  81  80  89  60  28  84  97 1

  30  47  65  50  11  16  31  35  95  46 1

   7  83   2  70  24  67  51 100  99  40 2

  76  23  83  20  83  92  56  53 100  63 2

  53  10  38  75  92  17  55  80  30  12 2

  81  63  49  97   9  94  24  77   4  66 2

  74  58  27  33  71  41  92  66  44  88 1

  73  79  82  95  79  77  29   1  45  23 1

  75   8  35 100  34  44  69  12   1  90 1

  29  89  66  71  95  13   5  38   9   5 2

  10  76  59  80  42   2  53  36  28  30 2

  93  26  13  77  56  70   6  13   8  69 2

  54  98   3  17  62   8  37  23  41  86 1

  63  36  71  11  78  19  36  13  54  99 1

   4  21  94  37  80  59  33  77  75  92 2

  85  30  33  84  12  36 100  76  84  65 1

  57  53  43  89  80  93  17   5  21  55 1

  67  61  41  17  93  96  54  13  39  99 2

  68  39  53  34  30  12  23  74  87  47 2

  24  87  34  68  60  60   6   5  99  52 2

  70  98  45 100  55  80  25  46  31  20 1

  98  81   3  76  42  84  73  96  53  67 1

  85  52  95  41   9  93  17  24  80  88 1

  86  28  92  26  23  27  47  44  79  33 1

  46  90  64  59  32  27  58  21  70  40 1

  79  89  35  22  44  19  61  76  53  18 2

  22  45  69  76  82  47  94  23  16  50 1

   5  13  92  40  62  99  27  22  84   7 2

  74  89  46  66  36  66  98  50  36  45 2

  63  22  45   2  50  95   6  14  96  23 1

  14  72  78   5  57  59  73  41  42  60 2

  59  39  95  96   9  63  28   3  50  93 1

  58   0  96  58  82   8  79  73  89  24 1

  78  60  12  37  56  73  24  95  25  32 1

  33  89  88  99  64  38  96  12  21  71 1

  94  26  19  93  65  78   2  44  51  91 1

  25  31  88  11  78  25  41  47  42  25 1

  29  32  65  98  42  87  38  70  25  24 1

  27  22  19  27  98  10  60  22  33  10 1

  40  50  45   7  58   3  32  79  41   3 2

  50  59  31  95  67  18  77  33  14  74 2

  12  45  33  95  57   1  23  63  59  20 2

  18  87  95  86  18  35  19   3  92  24 2

  87  63  76  62  51  93  43  17  21  50 2

   7  12  26  35  57  20  61  28   4   9 2

  68  51  62  83  44  31  43  86  85  94 1

  39  45  67   6  63  16  29  25  68  60 1

  23  59  31  95  71  38  48  32  64  84 1

  28  39  87  35  31  29  23  98  47  80 1

  91  75  36  23  14  17  13  62  57  44 2

  18  84  35  35  99  37  59   8  94  71 1

  64   7  10  68  42  40  20  11  34  17 1

  20   8  19  35  76  25  14  49  46  69 1

  65  89  11  94  11  72   7  26  85  68 2

  41  14  62  76  15  70  13  13   4  45 2

  62  92  98  34  51  72  67  69   8  77 1

  71  72  85  98  14  15  72  29  64  46 2

  76  23  17  10  10  57  98  55  78  48 1

  88  25  97  67  81  10  65  12  32  68 2

 100  48   1  76   7  77  50  35   6  34 2

  23   9  74  57   1  94  31  11  82  77 2

  53  61  83  33   4  23  89  32  23   3 1

  68  17  83  62  88  65  28  60  97  51 1

  35  18  20  78  64  75  30  46  33  10 1

  59  91   3  52  42  10  67  74  37  55 2

