  28  51  41  52  63  48  35  59  50  51 1

  46  57  62  38  22  54  46  46  56  45 2

  50  58  67  47  51  43  55  58  48  49 2

  68  55  53  54  26  51  56  62  43  48 1

  57  39  52  55  44  62  38  57  38  42 1

  58  39  39  59  51  39  67  58  42  67 2

  47  56  65  53  51  69  39  63  61  51 2

  51  50  53  67  43  45  56  60  54  41 2

  80  58  69  57  33  41  50  42  62  51 2

  43  48  66  58  49  53  56  34  60  47 1

  62  60  42  61  56  50  57  33  50  51 2

  33  60  51  61  43  57  28  56  49  36 2

  61  59  46  53  65  35  44  30  53  70 2

  33  51  65  51  51  43  62  62  61  53 1

  44  39  68  65  33  50  56  46  48  63 2

  62  62  38  36  48  55  53  38  58  37 2

  47  43  41  67  53  49  53  58  50  60 2

  36  37  62  52  27  56  54  30  34  59 1

  52  57  47  42  45  60  57  63  53  45 2

  44  49  39  50  48  44  40  39  66  43 1

  47  52  45  56  47  65  55  47  55  59 2

  60  50  51  70  51  42  68  35  50  52 1

  38  40  40  56  60  64  42  55  40  43 1

  71  54  54  57  40  54  47  44  55  46 1

  49  50  52  50  58  44  48  48  47  71 1

  50  40  63  47  56  54  61  51  41  42 2

  47  49  56  29  59  63  53  42  56  61 2

  38  45  46  69  45  38  42  54  43  37 1

  55  62  61  42  49  46  52  36  60  47 2

  46  49  44  41  57  48  48  42  49  51 1

  65  47  56  38  49  56  40  61  56  41 2

  50  52  59  54  57  79  56  43  40  59 1

  49  57  57  38  26  50  43  58  60  53 2

  37  47  46  52  52  49  49  61  38  54 1

  49  38  70  73  54  57  53  54  36  48 1

  61  62  63  54  74  64  58  43  38  60 1

  59  46  59  44  47  55  34  63  59  51 2

  48  33  73  29  51  45  29  49  58  40 1

  38  57  58  53  66  32  45  44  66  44 2

  36  49  49  50  62  66  64  62  37  38 2

  61  46  59  43  50  50  59  23  41  62 2

  50  45  45  42  41  69  49  65  43  35 2

  60  74  40  42  62  62  58  45  59  53 1

  42  34  37  40  46  31  49  64  39  28 1

  39  33  50  40  57  35  55  45  31  56 2

  49  48  47  48  46  55  50  37  55  58 2

  57  37  54  49  40  58  38  36  45  47 2

  28  51  44  34  56  46  57  53  57  43 1

  45  54  30  38  38  52  70  41  51  32 2

  55  43  36  73  49  51  39  49  43  63 1

  54  65  50  41  41  63  51  49  38  53 1

  51  48  69  60  41  47  48  39  69  62 1

  47  54  25  46  41  52  32  66  50  37 2

  35  53  53  36  57  47  52  54  37  43 2

  38  48  48  49  50  59  50  49  65  33 1

  57  65  50  52  56  57  70  57  37  45 2

  53  41  48  45  62  55  47  49  48  67 1

  55  42  44  59  34  47  43  49  66  52 2

  53  50  40  40  43  53  42  42  59  69 2

  36  47  50  51  44  51  51  61  45  43 2

  61  43  64  61  60  52  62  34  46  57 1

  51  59  74  57  37  55  38  49  47  46 1

  54  39  47  59  40  70  64  57  65  53 2

  39  56  65  59  36  59  60  41  29  35 2

  49  33  46  53  40  48  43  47  56  76 2

  38  63  51  46  62  48  51  46  56  55 1

  65  52  55  51  57  48  51  38  57  42 1

  44  50  24  51  62  51  52  32  55  44 1

  55  71  53  60  64  48  48  68  39  37 1

  41  65  43  71  56  46  53  40  60  43 2

  53  42  50  49  51  23  55  38  32  57 1

  56  57  61  58  55  36  35  45  42  50 1

  53  41  33  34  74  46  46  65  22  46 2

  37  53  55  54  45  37  28  47  46  52 1

  46  51  52  38  30  41  50  39  53  62 1

  66  58  47  24  39  58  44  72  47  53 1

  51  62  67  62  41  43  71  48  58  57 1

  51  49  37  57  42  44  49  44  42  46 2

  30  42  35  50  60  28  55  55  46  49 1

  54  40  80  47  53  51  44  48  37  44 2

  40  75  54  48  35  54  66  64  53  74 2

  59  60  50  56  55  43  53  38  63  39 2

  54  34  52  62  58  48  50  54  37  53 1

  67  59  51  51  49  54  51  44  67  45 1

  60  41  41  63  44  45  53  57  48  47 1

  45  48  53  43  41  51  52  51  44  45 1

  48  51  38  40  61  61  61  39  44  52 2

  51  46  63  47  50  61  44  50  63  43 1

  29  50  55  36  53  38  43  38  51  57 2

  40  49  52  48  38  45  48  48  56  54 2

  43  60  55  43  38  35  50  45  64  54 1

  66  71  55  48  49  68  70  55  68  54 1

  54  47  49  63  33  69  42  55  34  55 2

  58  48  39  39  49  52  43  38  57  37 2

  60  48  44  65  54  57  59  61  40  60 1

  54  43  58  65  62  66  40  52  36  55 1

  46  58  45  53  34  31  58  60  66  25 2

  56  61  37  50  49  28  46  49  48  65 1

  42  52  43  47  35  36  54  86  49  51 1

  45  65  43  54  53  58  65  51  50  40 1

  47  43  43  39  55  57  55  40  79  48 2

  50  50  50  64  37  71  53  58  69  57 2

  56  60  53  54  44  57  47  37  55  41 2

  46  51  41  57  43  61  61  64  46  56 2

  48  62  43  45  38  34  49  56  56  50 1

  52  42  58  59  48  50  42  56  59  34 1

  55  62  40  51  46  33  50  72  56  52 1

  48  51  38  51  50  48  57  47  64  41 2

  41  54  66  45  28  50  67  69  58  62 1

  46  42  41  46  52  36  35  49  61  69 1

  61  40  39  54  56  53  55  44  40  44 2

  44  38  60  71  49  44  50  44  46  58 2

  54  58  52  46  49  52  47  63  59  30 1

  61  50  60  39  49  31  30  52  52  39 1

  59  62  36  29  49  35  62  60  52  49 1

  36  56  45  43  51  33  37  42  43  39 1

  41  43  58  49  45  45  65  53  24  50 1

  59  62  33  53  44  37  41  36  50  60 2

  53  67  44  31  37  44  69  55  48  57 1

  50  35  32  45  48  62  52  39  55  59 2

  43  52  45  47  67  55  43  36  40  57 2

  70  46  41  48  34  53  65  55  42  54 1

  54  62  50  34  63  64  66  54  55  57 1

  38  58  62  48  40  45  74  47  56  57 2

  23  36  43  50  60  45  38  56  56  50 2

  39  54  25  35  41  52  35  52  63  30 2

  54  39  42  36  61  65  53  45  54  49 2

  59  42  55  68  45  48  55  43  43  50 1

  54  50  40  55  34  53  44  64  60  41 1

  59  45  46  47  57  51  46  37  48  46 2

  50  53  48  55  48  33  31  38  48  40 1

  38  46  44  61  46  52  42  52  59  46 1

  57  37  54  50  38  49  41  53  48  46 2

  37  69  43  42  66  52  44  36  50  47 2

  55  70  49  52  49  43  40  55  48  65 2

  43  32  44  35  47  48  55  29  47  31 1

  40  58  61  37  30  43  41  63  55  63 2

  39  48  44  45  54  55  60  32  53  56 1

  50  49  52  62  49  54  52  60  51  62 1

  61  51  58  43  59  60  58  52  63  60 2

  58  51  52  51  66  51  40  51  55  39 2

  59  36  54  40  43  62  42  49  71  46 1

  60  51  45  78  50  36  33  47  36  43 1

  28  51  48  59  26  50  42  46  53  27 1

  68  58  49  55  52  46  53  55  48  56 2

  41  61  41  47  61  42  42  62  49  51 1

  55  39  49  59  50  52  53  61  46  62 1

  52  36  43  42  43  48  59  52  56  51 1

  52  57  64  36  56  75  62  48  52  32 1

  52  53  63  43  45  50  52  47  67  41 1

  62  58  51  58  44  57  52  60  61  57 2

  44  52  57  48  58  37  50  47  40  60 1

  68  33  43  57  54  58  64  43  44  61 2

  45  61  44  42  73  49  58  63  54  34 1

  51  52  57  58  45  44  47  70  51  55 2

  50  47  38  47  60  42  48  53  43  55 1

  55  50  55  34  50  44  50  31  66  47 1

  53  55  56  44  42  48  36  52  62  61 1

  50  46  57  41  43  39  42  53  35  66 1

  60  47  56  49  50  44  36  48  66  43 1

  55  43  52  45  50  66  52  25  60  44 1

  50  37  50  44  59  59  46  52  53  47 1

  52  62  36  62  60  54  63  40  65  54 2

  49  30  64  61  38  53  63  52  39  68 1

  46  45  61  56  32  67  41  53  48  71 2

  55  45  58  55  37  58  55  50  43  36 1

  44  45  55  37  47  47  67  54  50  52 1

  35  40  60  41  49  59  49  58  40  39 1

  57  66  39  50  30  45  57  70  47  48 2

  59  51  44  64  26  59  49  48  47  52 2

  56  61  48  41  51  65  31  48  43  50 2

  55  57  44  49  51  54  43  37  65  43 1

  62  51  41  47  54  48  67  54  46  47 2

  47  56  54  50  35  62  59  23  61  49 2

  47  49  45  61  39  39  48  54  53  44 2

  38  40  48  45  39  63  58  35  49  44 1

  30  43  46  50  34  70  58  47  65  36 1

  37  31  51  41  58  63  45  62  57  53 2

  50  67  49  51  43  42  54  47  54  32 1

  51  56  54  63  43  42  46  60  43  60 2

  65  43  47  34  50  69  55  55  38  47 2

  61  43  64  45  59  40  38  45  64  61 1

  41  43  47  53  43  50  41  55  40  60 1

  45  31  54  74  57  53  42  45  53  54 2

  36  41  36  55  64  58  38  49  34  58 1

  44  54  42  49  52  36  55  46  41  50 2

  59  47  53  51  46  31  50  48  46  65 1

  26  42  61  70  62  56  54  38  48  43 2

  51  34  39  44  28  45  51  55  29  64 2

  57  41  57  48  65  65  34  58  41  50 2

  52  41  44  35  30  46  55  28  46  51 2

  42  58  51  67  42  53  47  51  44  46 2

  38  37  43  53  54  53  48  56  75  53 1

  52  66  50  18  45  58  50  34  57  58 1

  55  29  54  64  48  55  68  44  45  47 1

  65  65  65  50  39  53  53  59  61  48 1

  53  66  71  48  44  54  56  53  50  47 1

  27  48  58  60  70  43  36  36  54  52 1

  63  44  34  61  37  59  42  59  51  34 2

  65  28  50  40  35  49  46  59  46  54 1

  53  52  41  66  49  40  50  35  43  57 1

  63  48  51  41  57  35  41  41  65  36 1

  60  51  35  36  39  37  57  56  66  49 2

  55  43  53  27  33  58  43  30  46  58 2

  45  60  69  48  43  59  46  44  47  46 1

  53  53  63  59  50  47  39  45  44  56 2

  51  48  43  53  47  46  55  63  67  73 2

  58  41  53  73  59  37  46  56  45  42 1

  42  61  54  55  48  46  43  59  59  60 2

  48  48  56  54  48  31  36  44  58  75 1

  57  49  47  45  46  48  60  37  49  33 1

  54  42  51  51  29  34  67  42  27  34 1

  58  49  75  52  47  40  51  41  49  51 1

  65  55  68  55  50  56  39  49  70  46 2

  70  49  31  49  67  74  45  44  48  54 2

  50  45  58  55  52  61  51  57  59  49 1

  55  50  40  60  51  38  37  44  60  44 1

  58  54  47  60  49  59  52  44  52  50 1

  39  45  58  51  68  38  49  39  53  46 2

  79  48  68  59  51  47  67  50  29  50 2

  45  62  51  48  49  54  51  45  55  40 2

  68  44  53  39  56  72  51  32  27  51 2

  34  57  56  44  49  38  56  55  57  38 2

  47  41  29  47  31  62  47  59  28  50 2

  61  53  79  47  49  41  51  74  38  49 1

  38  50  44  44  48  58  52  34  43  62 2

  42  64  62  65  35  70  64  42  53  47 2

  47  72  48  49  43  51  27  57  53  49 2

  47  58  33  61  52  40  75  37  34  45 2

  59  38  57  40  50  70  35  43  65  39 2

  48  55  48  55  36  55  61  46  54  43 1

  51  54  44  53  61  43  46  61  45  58 2

  58  43  44  57  68  53  50  59  36  51 1

  49  42  49  52  53  54  49  46  40  39 1

  37  42  53  51  31  50  50  64  57  64 1

  58  47  48  38  50  53  48  53  36  47 2

  54  52  20  54  58  39  68  57  53  47 1

  52  64  57  46  51  55  50  56  47  49 1

  57  55  50  54  44  41  49  51  45  44 1

  49  54  51  43  50  47  51  56  48  71 1

  50  67  54  61  56  38  51  57  58  73 1

  57  42  56  31  46  45  39  66  67  51 2

  55  54  36  49  63  52  46  50  46  46 2

  47  64  33  48  54  55  70  41  58  49 2

  49  45  52  33  59  38  60  33  47  58 2

  47  52  51  37  44  46  59  44  38  47 2

  53  48  48  49  49  59  56  56  56  55 2

  38  48  59  47  84  53  42  47  54  56 1

  57  60  45  48  49  55  46  45  46  46 2

  54  49  50  65  51  39  47  47  46  46 1

  46  36  48  54  52  38  53  59  52  68 1

  63  44  34  34  53  61  53  66  33  48 2

  45  47  66  31  49  38  37  46  60  64 1

  42  52  55  49  51  42  44  65  40  54 1

  43  54  44  47  44  45  41  48  56  48 2

  46  54  33  43  40  49  45  30  66  42 2

  67  38  53  62  48  44  45  51  44  65 2

  69  59  61  64  38  51  53  47  47  49 1

  33  45  40  66  47  36  61  52  46  55 1

  40  62  37  68  37  49  40  48  53  56 2

  34  55  58  54  47  39  32  31  42  57 1

  53  51  51  36  44  55  79  38  56  61 2

  49  40  55  52  35  57  41  44  43  58 2

  60  54  63  41  44  51  35  67  68  51 2

  63  53  58  58  54  47  36  40  52  43 2

  53  45  39  43  57  80  54  60  85  54 1

  34  47  57  54  60  44  52  47  50  47 1

  71  25  55  54  62  48  55  49  54  52 2

  56  41  58  54  58  52  49  45  44  44 1

  50  62  63  50  57  48  34  48  50  51 1

  35  40  59  56  65  50  26  48  54  48 2

  58  49  56  59  43  48  42  47  40  64 2

  57  47  62  46  74  55  57  59  60  53 2

  41  56  50  48  64  46  49  44  65  46 2

  60  57  47  70  58  61  55  41  38  56 1

  55  42  52  47  42  62  49  48  53  38 2

  35  49  59  63  39  53  59  69  47  53 2

  48  64  51  43  41  47  51  56  41  44 2

  38  44  48  54  67  45  47  57  44  25 2

  35  53  47  46  31  44  62  43  49  36 1

  51  61  42  51  40  60  33  39  37  49 1

  44  60  49  36  58  49  48  49  39  49 2

  50  40  53  59  57  39  71  41  57  53 1

  41  44  42  44  42  36  47  34  34  31 1

  51  51  43  47  42  51  62  68  58  43 1

  49  32  55  52  58  27  37  41  48  43 1

  48  47  27  32  40  67  57  56  56  39 2

  69  54  31  46  38  49  47  64  51  52 1

  50  52  36  63  28  37  65  28  41  44 2

  59  47  42  50  44  54  54  47  50  51 1

  42  60  53  67  56  65  39  63  46  36 2

  39  62  45  46  56  44  58  56  41  52 2

  49  38  47  60  49  52  54  58  41  36 1

  58  44  40  61  51  55  36  60  43  47 2

  50  45  55  56  47  40  60  49  40  47 1

  57  48  55  66  49  33  40  37  30  65 1

  62  64  66  62  55  42  53  65  55  54 2

  50  49  55  42  30  24  45  48  36  41 1

  59  61  59  51  45  34  63  55  49  46 2

  54  52  49  58  50  57  53  66  44  51 1

  53  43  38  62  46  55  38  61  67  62 1

  42  57  69  70  42  39  30  48  53  38 1

  63  37  54  44  53  56  45  42  49  58 2

  49  52  39  44  44  44  54  54  42  57 1

  31  48  27  56  61  50  52  55  31  52 1

  48  61  34  39  49  78  50  48  57  51 2

  46  61  55  45  39  52  56  65  57  56 2

  36  50  45  58  60  49  65  61  39  38 1

  38  47  52  59  52  44  47  47  43  56 2

  52  39  58  44  33  54  46  48  72  57 2

  46  66  70  42  55  53  43  52  46  61 2

  46  60  48  50  43  43  56  55  44  61 1

  52  39  49  50  48  56  39  59  39  55 1

  66  42  54  54  67  54  28  43  54  48 2

  49  64  48  38  44  59  63  57  39  49 2

  57  40  69  55  54  50  51  40  47  44 2

  47  44  70  48  48  47  60  55  57  44 2

  50  63  50  48  42  39  58  71  41  48 2

  42  24  61  36  54  59  48  46  56  33 1

  44  36  67  44  59  49  52  72  52  34 1

  53  44  44  41  37  51  39  59  57  40 1

  52  52  36  60  44  61  44  33  46  40 2

  52  35  51  40  66  56  69  46  52  38 2

  47  53  48  70  49  56  41  43  33  31 2

  42  44  47  35  61  48  59  53  64  48 1

  37  60  49  46  32  31  49  55  50  57 2

  37  42  50  52  59  28  72  53  48  56 2

  37  55  52  41  53  43  36  52  73  54 1

  64  36  48  58  51  50  34  53  43  67 1

  71  64  33  42  46  43  45  46  45  35 1

  59  58  42  51  61  52  54  67  47  49 1

  66  35  55  37  35  56  62  56  39  48 1

  37  59  58  53  63  47  54  45  53  58 2

  59  56  52  60  59  53  52  40  34  50 1

  58  55  49  59  50  61  72  60  51  59 2

  51  54  66  40  34  60  44  59  36  45 2

  36  49  57  46  34  48  58  49  31  46 2

  66  51  58  57  66  43  47  35  52  37 2

  59  52  56  40  39  55  50  51  51  56 2

  61  51  49  54  40  53  75  38  41  50 1

  49  36  52  63  53  48  48  49  64  51 2

  56  52  55  50  60  41  35  31  48  44 1

  52  45  58  47  66  51  55  43  50  50 1

  46  36  55  42  55  55  42  48  50  33 2

  46  44  56  30  42  56  68  59  58  42 2

  64  62  55  53  46  50  48  60  52  56 2

  56  81  43  46  42  51  54  55  53  40 1

  46  63  47  51  48  42  34  63  42  58 1

  53  51  47  56  51  45  55  51  32  49 1

  53  57  66  54  28  44  52  58  44  64 2

  61  64  47  52  38  53  47  40  36  43 1

  64  22  50  43  62  61  44  59  69  29 2

  54  47  65  46  48  58  65  37  62  51 1

  45  53  65  72  44  46  58  37  52  43 2

  43  73  40  63  51  61  69  62  65  58 2

  43  74  41  44  45  59  60  45  47  54 1

  51  55  43  59  48  40  45  64  45  46 2

  54  76  13  60  70  69  39  45  56  57 1

  53  57  52  44  60  53  46  60  28  50 2

  61  41  41  48  51  63  52  49  49  50 1

  52  48  51  60  64  51  44  56  51  46 1

  53  53  44  61  46  50  38  33  59  58 2

  52  40  56  43  47  36  49  65  36  68 2

  50  65  60  51  66  68  42  60  47  54 2

  59  49  67  55  49  56  56  41  50  54 2

  41  57  62  43  48  36  40  36  31  36 2

  41  41  47  49  57  44  45  52  51  42 1

  58  53  41  43  61  39  56  46  46  50 1

  45  50  39  45  48  49  52  48  42  38 2

  43  52  50  48  42  47  64  57  41  60 1

  54  39  35  56  53  56  60  53  26  56 2

  52  36  58  31  54  67  52  38  51  63 2

  45  48  37  58  59  66  43  49  55  57 2

  38  49  54  67  37  54  53  37  44  64 2

  61  21  45  48  34  32  52  57  60  56 2

  50  61  57  49  43  31  51  29  57  48 2

  50  31  44  42  47  79  60  51  64  40 2

  58  60  67  62  34  45  54  42  52  54 1

  46  57  67  60  60  63  39  41  75  48 2

  59  58  44  50  56  35  51  46  41  46 2

  57  36  48  56  62  64  38  45  50  49 2

  61  65  54  32  37  37  39  53  53  57 2

  45  53  45  63  49  48  30  66  35  53 2

  55  40  55  54  46  60  62  52  50  43 1

  33  49  40  56  57  52  46  38  38  58 2

  38  41  39  51  57  52  46  59  45  32 2

  36  40  51  33  54  56  49  42  57  57 2

  53  51  45  52  64  48  63  58  68  52 2

  51  34  48  62  47  49  47  55  54  55 2

  42  48  52  58  51  56  70  57  69  54 2

  60  46  44  56  53  62  64  52  34  52 2

  61  55  40  57  46  46  60  68  60  47 2

  54  47  48  42  47  55  53  40  48  33 2

  51  31  48  45  26  39  62  65  60  57 1

  75  60  48  43  55  43  48  59  36  40 1

  47  58  52  50  43  44  46  59  47  54 1

  67  47  62  46  51  45  59  37  34  58 2

  42  62  34  65  43  53  29  81  26  46 2

  48  52  58  53  52  25  48  45  62  65 1

  44  47  46  66  52  54  41  52  41  49 1

  39  46  44  32  58  47  50  44  62  57 2

  39  53  39  51  57  58  51  74  51  45 1

  44  52  43  43  63  60  51  48  55  51 1

  56  44  46  57  66  63  45  58  57  60 2

  56  80  51  54  71  52  28  50  38  43 1

  53  50  71  42  62  54  63  48  39  54 1

  67  54  62  35  39  45  40  39  37  68 1

  45  53  35  53  51  50  39  62  41  43 1

  65  41  64  51  30  48  47  42  55  48 1

  64  43  58  43  56  47  51  49  52  62 2

  46  58  40  53  49  46  30  74  56  63 2

  58  62  31  50  50  66  33  39  60  33 2

  41  40  50  53  59  55  41  45  42  59 2

  49  49  48  64  50  51  46  63  43  47 2

  66  48  40  46  67  46  56  48  60  44 1

  58  55  68  46  37  51  44  54  61  52 2

  42  44  49  60  56  59  59  51  43  47 2

  53  46  66  43  48  52  45  60  42  52 1

  54  57  38  42  68  62  56  52  54  52 2

  51  57  36  34  50  54  38  33  41  28 2

  47  54  49  56  54  43  54  33  60  43 1

  55  41  53  57  49  54  53  53  46  49 2

  40  53  65  49  44  46  51  41  41  57 2

  67  64  35  66  60  49  53  55  53  52 2

  61  57  40  42  41  43  65  60  58  51 2

  49  56  36  65  48  60  48  37  48  56 2

  41  65  58  64  31  46  40  54  42  38 2

  52  44  47  59  53  44  50  49  55  33 2

  51  49  55  49  43  59  37  48  57  55 2

  57  51  61  68  49  56  57  24  49  61 1

  55  44  57  65  39  40  66  46  53  40 2

  41  51  49  65  63  44  54  59  54  39 2

  50  41  48  57  33  43  53  44  32  74 2

  61  52  32  45  41  50  38  43  52  47 2

  46  57  58  45  70  50  34  65  30  51 2

  55  29  60  27  50  58  35  45  48  58 2

  49  53  40  51  41  41  35  59  53  42 2

  32  64  48  60  62  48  55  59  35  67 2

  56  58  47  51  38  59  65  52  47  65 2

  40  71  46  50  56  66  59  65  56  56 1

  48  52  47  66  48  53  54  50  49  46 1

  52  40  47  45  32  61  35  50  49  45 1

  32  56  51  47  59  37  58  45  44  39 2

  48  25  57  28  36  26  66  63  31  48 2

  49  73  48  36  57  56  50  46  43  53 2

  42  50  34  34  37  52  50  45  26  45 2

  60  48  59  56  48  72  68  63  48  49 1

  63  61  51  72  44  39  54  46  57  42 1

  54  40  37  52  54  55  53  50  47  37 2

  49  52  40  53  53  56  51  58  48  57 2

  71  49  43  46  54  43  53  40  35  51 2

  57  59  38  68  43  39  55  65  54  50 1

  64  34  61  74  48  55  43  48  57  40 1

  38  53  45  67  51  55  49  41  44  64 1

  45  57  28  42  40  55  67  34  55  53 1

  43  44  48  35  67  43  50  57  40  37 2

  55  37  41  55  34  58  46  35  50  35 1

  30  35  47  45  53  41  57  38  35  48 1

  74  61  55  44  60  56  65  33  50  54 1

  52  41  66  56  41  55  67  58  55  67 1

  52  48  57  42  68  39  60  65  54  48 1

  51  52  54  42  66  52  52  41  48  45 1

  48  61  47  37  43  44  64  42  59  36 1

  49  58  48  48  48  62  53  33  51  47 2

  65  46  55  54  47  49  56  47  31  62 1

  42  37  39  46  55  57  45  53  50  52 1

  77  44  46  76  59  59  43  49  39  57 1

  44  42  50  41  53  53  26  61  69  45 2

  51  50  54  42  63  54  55  41  39  45 1

  51  61  47  43  50  55  63  61  49  42 2

  58  50  48  44  34  61  46  38  49  54 2

  43  52  41  52  64  64  52  51  57  55 2

  47  67  47  43  54  35  52  48  73  57 2

  27  38  37  50  62  55  50  52  44  62 1

  53  56  44  49  50  61  61  44  46  63 1

  53  52  38  36  42  44  52  39  61  53 1

  40  58  49  61  67  34  55  62  38  53 1

  36  45  45  63  37  60  51  63  45  31 1

  54  45  50  47  51  46  38  75  34  44 2

  69  32  34  51  60  39  59  43  59  65 2

  54  71  53  45  53  42  60  55  64  48 2

  57  47  46  52  57  42  64  41  61  64 1

  48  42  64  39  69  54  63  48  42  53 2

  47  49  39  57  61  54  52  40  51  54 1

  42  43  45  64  52  38  65  51  40  67 2

  58  56  52  58  33  61  43  42  39  54 2

  49  45  59  46  38  52  47  55  55  41 1

  40  41  74  48  33  42  36  54  46  58 2

  42  51  52  51  50  38  54  57  49  54 1

  54  45  51  52  56  56  37  50  62  38 2

  46  55  51  26  55  49  51  39  74  50 1

  62  56  47  58  44  54  61  33  45  58 1

