119 3 2 1 1 3 .  . 49 65 63 70 60 65 45 61 75 64  67  21  60
120 1 2 1 4 3 2  1 49 76 49 54 55 39 56 64 65 61  85  20  78
121 2 2 1 1 3 .  . 41 56 60 62 58 55 56 65 65 61  93  25  71
123 2 2 4 1 3 .  . 66 63 70 70 60 68 64 63 64 68  81  17  68
131 1 1 . . 3 2 17 59 61 63 63 59 57 61 67 66 64 131  31  60
134 2 1 3 1 4 .  . 59 77 74 80 62 51 64 63 80 78  82  23  67
135 1 2 1 1 3 2 13 66 70 80 69 70 80 71 71 75 77  91  19  67
136 1 2 . . 3 1 16 62 69 76 70 70 62 67 70 77 71  80  25  76
137 3 2 1 5 2 .  . 56 58 55 54 45 51 56 64 46 55  82  17  73
138 1 2 . . 3 2  8 52 63 68 68 68 78 64 43 74 67 104  30  77
139 3 2 . . 2 .  . 74 67 71 69 73 70 73 71 74 73 127  28  77
144 2 1 1 1 3 .  . 51 58 66 57 49 51 61 56 68 59  62  11  60
145 2 1 1 1 3 .  . 59 61 59 60 59 51 61 63 70 63  78  20  53
146 2 1 2 3 2 .  . 55 61 44 44 41 64 47 42 46 52  63  12  60
147 3 2 . . 2 .  . 41 55 57 56 52 39 45 53 64 54  60  16  75
148 1 2 3 1 3 2 16 62 70 64 70 71 51 60 73 67 71 147  30  70
150 1 2 1 1 4 2 15 52 66 66 70 52 71 60 74 71 67  92  29  74
151 2 1 1 4 2 .  . 61 64 80 80 80 80 61 75 78 80  94  23  33
152 1 1 2 1 3 2 13 55 64 68 63 55 60 68 51 62 62  60  13  66
153 2 2 2 1 3 .  . 52 68 66 64 63 51 65 67 67 66 108  26  65
154 3 2 1 1 3 .  . 52 66 49 60 55 59 60 64 46 59 126  30  84
155 1 2 1 1 3 2  8 41 65 64 65 60 39 61 63 67 63 107  27  54
156 2 1 1 1 4 .  . 76 68 66 80 55 40 64 51 80 72  72  18  66
157 2 1 2 1 3 .  . 76 80 71 65 80 70 70 74 46 80  96  20  83
158 3 1 2 1 3 .  . 67 68 71 68 65 62 71 74 80 74  64  12  57
159 1 2 1 1 4 2  9 60 66 70 61 68 72 56 65 67 69 117  29  69
166 1 1 1 1 4 2 18 42 53 66 63 49 40 47 64 70 62  47  12  74
169 3 1 1 1 3 .  . 61 69 68 63 72 57 68 73 74 72  88  10  33
170 1 1 . . 2 1 15 51 64 66 63 74 62 61 59 66 65  76  25  61
171 1 2 . . 3 2 12 63 68 66 61 69 51 45 70 64 66 148  37  75
172 1 2 2 1 4 1  8 49 53 60 54 60 55 45 70 74 62  92  30  53
173 2 2 . . 3 .  . 52 50 63 57 55 59 56 52 58 56  92  21  83
176 2 2 2 2 3 .  . 58 53 63 64 65 51 60 52 62 61 108  26  69
179 2 1 2 3 2 .  . 55 64 68 76 55 80 47 63 80 72  97  27  64
180 3 1 2 1 3 .  . 55 64 63 44 65 64 47 42 62 60  80  11  80
181 3 1 2 4 2 .  . 42 58 54 44 49 51 47 56 46 52  49   7  80
184 1 2 . . 3 1 12 41 53 55 54 52 51 60 55 62 53  77  24  74
185 2 1 1 1 2 .  . 55 61 71 63 62 62 64 63 62 65  69  13  63
186 2 1 2 3 1 .  . 78 80 80 80 80 80 80 80 80 80 112  27  56
189 3 2 3 2 3 .  . 68 65 60 42 60 65 56 43 46 61 109  20  60
190 1 2 . . 3 2 15 41 38 41 42 45 39 45 43 46 36  64  16  73
192 2 1 2 1 2 .  . 42 53 68 71 59 57 47 69 78 65  81  18  63
193 1 2 3 1 3 2  7 58 50 41 49 58 51 45 43 46 53  79  15  69
196 2 2 2 1 4 .  . 65 67 73 62 65 65 64 65 64 67  80  24  67
197 2 2 4 1 3 .  . 52 63 60 49 55 39 45 52 46 54  90  16  66
198 3 2 3 4 3 .  . 41 66 76 70 52 67 63 67 67 66 104  30  41
199 2 2 . . 3 .  . 41 63 66 65 55 51 60 61 67 61  81  19  56
200 2 1 2 3 3 .  . 42 61 44 52 55 57 61 51 46 53  71  12  58
201 2 1 2 1 3 .  . 42 69 74 78 76 64 47 63 80 77  80  21  44
202 2 2 3 2 3 .  . 41 45 49 42 55 51 45 43 46 44  54   8  80
203 2 2 2 1 2 .  . 41 45 64 49 52 67 45 64 62 55  47  10  74
206 1 2 . . 3 1 10 41 56 73 64 52 59 63 63 74 63  95  27  46
207 1 2 1 1 2 1 16 65 78 64 69 66 65 63 64 65 70 106  31  61
208 2 2 2 2 3 .  . 62 65 55 67 70 65 60 64 64 66 107  16  75
209 1 1 1 1 3 1 19 51 69 74 70 49 57 68 59 80 68  92  32  80
210 1 1 2 1 3 1 17 59 68 71 68 65 62 68 63 68 72  76  20  59
213 3 2 2 1 3 .  . 49 65 60 57 62 51 45 55 62 59  89  26  69
214 3 2 1 3 0 .  . 49 65 73 69 68 65 56 65 71 67  62  11  81
215 3 2 . . 4 .  . 58 38 41 42 52 55 45 43 46 46  63  13  69
216 1 2 . . 3 2 13 52 53 41 57 38 55 45 43 62 52  99  23  83
219 3 2 2 1 3 .  . 41 53 55 49 52 51 45 64 58 50  67  16  77
221 2 2 2 4 3 .  . 58 58 49 54 58 39 45 55 62 56  75  12  72
222 1 1 3 1 3 2 16 55 53 54 44 68 40 47 42 66 53  91  30  76
223 1 2 2 4 1 2 16 49 66 60 49 60 55 60 64 71 61 106  38  82
224 1 2 2 1 3 2 15 41 63 55 60 52 55 45 55 62 57  97  26  78
225 1 2 . . 2 2 15 49 58 41 54 45 51 45 55 46 49  94  27  76
227 3 1 2 1 4 .  . 65 80 68 65 68 80 61 74 46 73  99  18  71
230 1 1 2 4 3 1 12 59 80 63 60 62 64 47 59 58 65 120  26  62
233 2 2 2 5 2 .  . 49 61 63 60 52 51 56 55 64 57  94  17  60
234 2 2 2 1 3 .  . 62 72 73 71 69 71 64 71 77 72 141  33  67
236 2 1 . . 3 .  . 42 61 44 60 49 51 47 51 58 53  57  16  68
237 1 1 . . 2 2 11 59 61 59 71 49 51 47 59 74 64  71  20  60
246 3 1 . . 2 .  . 42 55 80 80 72 66 71 80 78 80  91  22  47
247 1 1 1 4 3 2 18 51 58 80 68 55 80 68 63 70 72 144  27  59
250 2 2 2 4 3 .  . 52 50 63 61 45 62 56 61 58 59  52  10  80
251 2 2 4 1 3 .  . 41 56 63 61 52 51 56 52 64 56  96  15  69
252 1 2 1 3 3 1 15 41 63 63 60 52 55 45 61 62 59  67  18  63
255 1 1 2 1 3 2 15 51 53 44 57 49 51 47 42 46 49  60  16  68
256 3 1 . . 2 .  . 61 77 59 65 78 57 68 59 68 71  79  19  53
257 1 1 1 1 4 1 16 51 80 63 80 72 76 47 64 74 78  93  25  58
259 2 2 2 1 3 .  . 49 53 64 60 62 59 60 63 58 60  87  23  63
260 2 2 2 1 2 .  . 58 66 69 68 66 62 63 65 67 66  73  15  81
263 1 1 . . 3 2  6 42 61 54 65 55 62 47 67 66 61  55  15  74
264 2 2 . . 3 .  . 52 45 41 60 45 65 45 55 46 52  83  16  54
265 2 2 . . 3 .  . 41 53 55 42 52 39 45 61 46 50  80  14  81
268 2 2 . . 3 .  . 67 68 76 70 69 73 64 63 75 71 106  22  57
269 2 1 1 1 3 .  . 78 70 80 80 80 80 68 80 80 80  97  20  40
271 3 1 . . 2 .  . 80 80 80 80 80 80 70 74 80 80 107  19  79
272 2 1 1 1 3 .  . 67 72 80 80 76 73 68 73 68 80 136  26  61
273 2 2 . . 3 .  . 49 63 63 62 58 59 60 55 64 61  64  11  62
274 1 1 1 1 3 2  5 51 69 54 60 65 62 61 63 66 64  91  21  71
276 2 2 2 4 3 .  . 49 56 60 49 60 55 45 55 58 54 104  16  84
277 2 2 2 4 3 .  . 58 67 76 69 62 72 56 80 75 71 120  29  77
279 2 1 2 1 3 .  . 73 74 71 78 80 71 80 77 80 80  60  19  73
280 2 1 2 4 2 .  . 64 58 63 60 59 57 61 56 68 63  75  14  66
284 3 2 2 1 2 .  . 66 70 71 71 63 65 60 70 75 71 119  20  56
286 2 2 . . 2 .  . 41 50 63 65 60 55 60 64 65 59  69  19  83
287 2 2 . . 3 .  . 52 53 63 54 60 55 56 70 65 60 101  20  60
294 1 1 . . 3 1  4 51 68 63 68 59 64 61 74 66 68 101  23  57
295 1 1 1 5 2 2 10 59 58 59 52 59 40 61 51 62 58  74  17  68
296 1 2 2 5 3 1 13 62 68 55 67 62 62 56 64 65 64 111  26  45
298 2 1 2 1 2 .  . 51 58 44 63 55 60 47 51 58 56  62  15  63
299 1 1 1 3 3 2 14 42 80 59 63 62 66 47 42 66 64  80  16  82
300 1 1 2 5 3 2 13 42 47 44 57 62 57 47 42 58 50  54  13  82
328 1 2 4 1 3 2 20 69 69 76 49 71 51 64 55 64 68 114  27  73
329 2 2 3 1 2 .  . 54 61 57 56 38 69 57 53 59 58  49  11  71
331 2 2 3 1 3 .  . 41 50 49 54 55 51 45 43 67 54  82  21  70
337 2 2 4 1 4 .  . 57 66 63 66 62 65 45 59 59 64 104  20  80
338 2 2 4 3 3 .  . 41 50 63 49 55 51 45 65 62 55 112  26  58
341 1 2 . . 2 1 14 52 66 71 71 71 80 67 71 75 71  90  26  63
342 3 1 3 1 3 .  . 51 58 59 60 62 51 61 63 66 61  89  12  74
343 1 2 . . 3 2  2 66 76 60 71 68 78 63 71 78 72 128  34  49
347 3 1 4 1 3 .  . 64 58 71 60 65 66 47 74 62 67  54  17  59
348 2 1 3 1 3 .  . 42 69 54 60 65 57 47 67 58 62  92  24  50
349 3 1 3 1 3 .  . 42 58 54 63 65 57 47 56 68 60  79  13  76
350 2 2 4 5 3 .  . 65 56 55 42 38 67 45 43 46 55  77  15  76
352 1 2 4 4 3 2 16 58 69 49 42 62 55 45 43 46 57  93  21  84
353 2 1 4 3 2 .  . 51 58 59 68 55 64 47 51 58 60  61  10  59
355 1 2 . . 3 1 14  .  .  .  .  .  .  .  .  .  .  76  15  73
354 2 2 4 1 3 .  . 49 53 60 49 52 62 45 55 46 52  80  14  70
360 2 2 4 1 4 .  . 58 56 63 60 58 65 65 64 64 63  80  18  68
362 2 2 3 1 3 .  . 56 61 60 57 70 51 60 61 64 62  89  21  66
363 1 2 . . 3 1 11 49 53 55 42 52 51 64 55 64 56  73  13  63
365 1 1 4 4 3 2  3 51 53 59 57 55 51 47 51 58 53  69  15  61
366 1 2 3 1 2 1 15 50 58 54 62 38 69 45 71 64 63  80  21  55
367 3 2 4 1 3 .  . 49 58 64 54 52 55 45 64 58 55  63  11  70
372 2 2 3 1 4 .  . 63 68 63 54 58 75 60 63 64 66  73  17  65
374 1 1 4 1 3 1 15 51 39 44 52 49 40 47 42 46 41  40  11  69
376 2 2 . . 3 .  . 60 78 55 62 69 62 45 73 65 67 117  27  76
380 3 2 3 1 2 .  . 52 74 69 67 68 70 64 65 62 69 102  23  80
384 2 1 . . . .  . 76 71 54 70 62 71 47 63 68 72 111  25  63
385 1 2 3 1 2 2  4 63 68 68 70 62 71 64 71 80 71 100  26  55
386 3 1 4 1 3 .  . 78 69 80 68 80 60 78 67 78 80 109  19  74
387 1 2 3 1 3 2  8 41 65 55 57 45 51 45 55 62 56  32   8  49
389 3 2 4 4 3 .  . 65 56 49 54 58 55 45 52 58 57  81  14  77
390 1 2 4 4 3 2  8 58 53 60 57 60 59 45 61 58 58  81  24  84
392 1 2 2 1 3 2  4 62 78 80 75 73 62 45 80 78 78 131  26  58
393 1 2 3 5 2 2 17 60 78 73 71 69 65 65 65 75 71 101  33  60
394 2 2 . 1 3 .  . 60 53 55 57 58 51 45 43 46 55  46  11  84
397 1 2 4 1 3 1 14 60 53 64 54 58 67 60 43 46 59  76  16  60
399 1 2 4 3 3 2 17 80 78 64 75 71 73 71 67 78 80 105  33  81
402 1 2 4 1 2 2  7 65 72 70 69 63 67 56 63 75 71  86  25  61
403 2 1 4 4 3 .  . 51 58 54 63 62 66 47 51 62 61  77  15  68
404 2 1 4 4 3 .  . 42 55 66 60 49 51 47 59 66 58  51  13  52
405 2 2 3 1 3 .  . 56 67 64 68 69 65 56 55 67 66 113  27  65
409 3 2 4 2 3 .  . 49 58 60 68 65 67 45 52 46 62  90  15  62
410 2 2 . . 2 .  . 49 53 49 64 52 51 56 55 58 55  94  19  71
411 1 2 4 1 3 2  5 41 63 66 57 45 51 60 52 58 56  71  16  55
412 2 2 4 1 3 .  . 41 63 49 57 60 59 45 52 62 56 110  21  67
413 2 1 4 4 3 .  . 42 55 44 44 55 57 47 42 46 47  39   9  83
415 2 2 3 1 4 .  . 52 38 64 60 52 62 45 52 58 55  60  10  84
417 1 2 3 1 4 2 15 41 58 66 61 58 55 45 64 67 59 101  24  52
418 1 2 4 5 3 1 12 49 69 64 49 65 62 45 52 46 61  79  18  66
419 2 1 2 1 3 .  . 61 64 71 68 49 60 47 63 62 65  86  16  61
420 2 1 3 4 3 .  . 42 69 66 62 55 64 47 64 70 64  82  21  66
421 1 1 2 3 3 1 17 42 39 44 44 55 60 47 42 46 45  46  12  66
423 1 1 4 4 . 2 18 42 64 71 60 62 57 61 51 46 60  58  14  62
424 3 1 4 4 3 .  . 51 55 44 44 55 57 61 42 46 49  55  13  82
428 1 2 3 5 2 2  6 63 67 68 61 68 62 67 61 67 66  81  21  53
432 3 2 3 1 4 .  . 41 38 41 54 52 39 45 43 46 41  79  18  82
434 1 2 3 4 3 2 12 52 69 70 71 71 70 65 74 62 71 137  32  70
436 2 2 3 4 4 .  . 41 50 49 49 52 59 45 52 62 49  74  16  81
437 2 2 4 5 3 .  . 52 45 63 61 55 39 45 52 62 56  88  22  84
438 2 1 3 1 3 .  . 55 53 80 65 59 57 47 64 58 64  74  16  82
441 2 1 4 1 4 .  . 61 53 44 70 62 66 47 63 74 66  68  17  42
442 1 2 4 1 3 1 14 41 45 68 62 58 55 60 65 62 61  95  24  54
443 2 1 3 4 3 .  . 64 61 59 70 62 40 47 57 78 65  65  12  68
444 1 2 4 2 3 2 13 52 69 66 65 65 59 65 67 71 69 129  29  67
447 2 2 4 1 3 .  . 56 56 68 61 60 68 63 67 65 63 100  25  68
450 1 2 3 2 3 2 13 52 65 63 57 52 39 45 55 62 57  94  21  74
454 2 2 4 4 . .  . 79 72 76 70 80 59 67 67 77 75  93  22  73
455 3 2 3 1 3 .  . 58 76 64 71 70 74 65 65 71 71 112  19  77
456 1 1 2 1 3 2  1 42 53 44 57 41 60 47 42 58 49  79  21  58
457 2 2 3 1 4 .  . 60 53 49 54 60 55 45 63 58 59  82  15  59
460 3 1 4 3 2 .  . 51 70 54 52 41 51 47 64 66 60 100  19  62
461 3 2 4 4 3 .  . 52 68 70 70 70 68 56 74 78 71  66  19  56
463 2 2 4 1 3 .  . 56 63 63 57 58 65 56 61 62 61  89  19  72
467 2 2 3 1 3 .  . 60 45 49 42 52 51 45 43 46 48  73  13  79
473 2 2 4 1 3 .  . 49 38 66 54 38 39 56 64 62 54  91  19  56
476 3 2 4 1 2 .  . 56 65 70 68 62 55 67 61 71 66  84  20  71
478 2 1 4 4 3 .  . 42 58 63 52 41 62 64 56 58 57  56  11  75
480 3 2 3 2 4 .  . 56 63 68 71 63 51 45 55 65 66 125  25  57
481 3 1 3 3 4 .  . 61 64 54 65 68 70 47 67 78 68  66  14  45
482 2 2 4 1 3 .  . 60 63 49 57 60 39 45 64 62 59  66  16  83
483 2 2 4 1 3 .  . 56 58 66 64 60 59 63 61 64 63  62  16  79
484 1 1 4 1 3 2  8 55 69 54 63 72 57 64 56 62 63  73  16  55
485 2 1 3 1 3 .  . 42 47 54 44 49 40 47 42 58 46  53  12  67
487 2 1 3 5 3 .  . 64 74 80 80 80 80 70 77 80 80 122  23  64
488 1 1 4 1 4 2 15 55 61 54 65 65 51 61 63 62 62  53  15  52
489 3 1 3 4 4 .  . 51 39 44 52 49 57 47 42 46 45  41  10  75
490 1 2 3 1 3 2  8 68 65 55 57 69 70 45 61 62 66 106  15  12
491 1 1 4 1 3 2 14 51 68 74 70 72 60 68 69 70 71  90  26  54
494 2 2 4 4 2 .  . 68 68 55 68 69 55 67 43 64 67  66  17  73
496 1 1 2 1 3 1 16  .  .  .  .  .  .  .  .  .  .  78  24  39
497 2 2 3 4 2 .  . 60 53 60 60 55 51 45 71 64 60  96  23  84
499 3 1 . . 2 .  . 42 53 44 44 49 51 47 42 46 43  36   6  75
500 1 1 4 1 3 2 11 42 58 63 57 55 40 47 63 78 60  68  15  57
501 2 2 4 2 2 .  . 49 66 63 54 58 59 45 52 46 58  67  16  79
505 2 1 4 1 3 .  . 51 47 44 44 49 60 47 67 46 52  61  15  74
507 2 1 4 1 3 .  . 53 50 57 54 55 64 47 60 70 59  43  12  68
510 2 2 3 5 3 .  . 58 56 41 42 52 59 45 43 46 51  49   8  80
511 3 1 3 3 3 .  . 42 58 66 52 49 62 47 56 58 57  75  14  69
513 1 2 2 1 3 1 13 68 65 41 42 58 55 45 43 46 58  81  16  73
515 2 1 4 1 3 .  . 61 53 54 63 59 60 47 42 58 59  68  16  65
516 1 1 4 4 3 2 11 55 71 66 70 74 66 71 67 70 72 112  24  57
518 2 2 4 1 3 .  . 49 63 49 57 55 62 45 43 58 55 105  21  72
519 3 2 4 4 3 .  . 41 45 60 57 52 55 45 61 64 54  82  16  74
521 1 2 4 4 2 1  8 58 56 49 49 58 51 45 52 46 54  66  13  75
522 2 2 . . 3 .  . 52 50 49 49 38 51 45 43 58 46  92  14  82
523 2 2 4 4 3 .  . 52 58 63 69 55 67 45 55 71 63  87  16  69
525 2 2 . . 4 .  . 41 67 80 70 65 72 56 73 75 71  77  23  67
527 2 2 . . 3 .  . 68 45 60 57 60 51 60 64 62 59  77  16  82
528 1 2 4 1 3 2  8 68 70 64 62 66 71 64 61 62 69  89  22  57
530 1 2 3 2 3 1 12 52 56 49 49 65 55 45 55 46 57 103  24  82
531 2 1 4 1 3 .  . 55 68 59 70 55 62 61 63 77 68  71  21  70
532 1 2 3 4 3 2 15 52 61 41 54 60 55 45 55 58 58  71  19  13
533 1 2 4 4 3 2 13 41 38 41 42 45 39 45 43 46 36  78  14  84
534 1 1 . . 3 2  9  .  .  .  .  .  .  .  .  .  . 110  35 108
535 2 1 4 3 2 .  . 42 55 74 73 65 60 64 64 74 66  54  13  40
536 2 1 3 1 3 .  . 42 39 44 44 55 57 47 42 46 43  57  12  72
540 2 2 . . 3 .  . 56 63 64 64 45 59 60 55 65 61  83  14  68
541 2 2 4 1 4 .  . 50 61 63 56 62 56 45 66 46 59  85  21  74
542 2 2 3 1 2 .  . 56 66 55 60 58 65 45 55 58 61  78  15  79
543 2 2 4 1 3 .  . 52 69 60 54 55 59 45 61 58 60  81  12  73
544 1 2 4 4 4 1  9 41 58 41 49 52 51 45 43 46 49 114  26  73
546 1 1 3 1 2 2  6 67 72 68 80 62 73 74 73 80 80  72  24  31
548 2 2 4 4 2 .  . 63 63 66 57 62 65 56 70 65 66  77  19  72
549 2 1 4 3 3 .  . 51 55 59 52 49 62 47 51 46 55  85  18  64
550 2 2 . . 3 .  . 63 70 76 72 70 67 67 63 75 71 116  22  34
551 2 2 4 5 3 .  . 66 56 70 60 70 59 65 75 64 69  87  12  73
552 1 2 4 1 3 2  6 63 68 71 69 69 71 67 71 65 71 114  28  79
553 2 2 4 1 2 .  . 49 56 55 60 55 59 45 52 46 54  81  18  72
554 1 2 . . 3 2  7 63 65 69 65 63 62 63 70 65 68  97  23  65
556 2 2 1 1 3 .  . 56 56 41 64 55 55 45 55 64 57 108  18  66
557 1 2 3 4 3 2  8 67 58 64 60 65 55 56 67 74 66  95  21 108
558 2 1 3 1 2 .  . 61 64 44 76 59 70 47 67 68 66  56   8  58
559 2 2 . . 3 .  . 49 68 66 64 69 73 45 65 71 66  76  17  79
561 1 2 4 1 3 2 14 62 78 60 70 71 62 68 52 46 69  78  19  84
562 1 1 3 4 3 2  5  .  .  .  .  .  .  .  .  .  .  82  21  50
564 2 2 . . 3 .  . 56 50 64 60 65 62 56 64 62 63 108  30  81
567 2 1 4 4 4 .  . 78 58 63 44 78 60 47 67 46 68 128  24  84
569 1 2 3 5 3 2 15 79 80 80 79 80 78 67 80 74 80  90  26  66
570 1 2 3 2 3 2 12 52 50 60 54 52 59 45 43 46 52  67  17  80
571 1 2 4 4 3 2  1 62 66 55 54 60 55 56 63 58 62  59  12  80
572 3 1 4 3 2 .  . 59 58 63 52 62 51 47 56 46 58  85  11  66
573 2 2 3 1 . .  . 58 66 76 70 68 55 63 55 62 67  59  15  79
574 1 2 . . 4 1 10 63 66 69 60 66 71 69 61 65 69 100  25  76
575 1 1 . 1 2 1  9 51 58 66 71 65 57 47 63 68 64 100  24  58
576 2 2 3 5 3 .  . 49 63 55 54 55 55 60 61 62 59  81  18  66
578 2 1 3 1 4 .  . 61 58 54 60 41 51 47 42 46 53  46  10  72
580 1 2 4 1 3 1 19 41 50 49 54 58 55 45 52 58 51  61  20  64
583 2 1 3 4 3 .  . 61 47 54 52 65 64 47 59 62 60  69  13  65
584 2 1 . . . .  . 42 68 54 57 41 73 64 51 58 60  63  11  51
585 1 2 3 1 3 2 14 41 50 60 54 45 51 45 55 62 52  69  17  72
587 3 2 2 1 4 .  . 56 38 41 42 38 51 45 43 46 44  72  13  81
588 2 2 4 4 3 .  . 80 74 73 80 69 78 70 74 80 80  84  23  18
589 2 1 4 4 3 .  . 59 68 63 68 80 64 64 63 58 70  53  15  69
590 2 2 3 2 4 .  . 58 65 49 57 62 55 45 52 71 60  88  22  66
597 1 2 4 1 2 2 10 49 61 64 60 60 62 45 63 58 60  82  23  84
